"VAR","LABEL","TYPE","INPUT","QUESTION"
"W184_01a","277: Perücke: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W185_01","278: Trommel","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W185_01a","278: Trommel: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W186_01","279: Stein","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W186_01a","279: Stein: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W187_01","282: Nashorn","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W187_01a","282: Nashorn: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W188_01","283: Limousine","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W188_01a","283: Limousine: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W189_01","294: Klempner","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W189_01a","294: Klempner: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W190_01","297: Flugzeug","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W190_01a","297: Flugzeug: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W191_01","298: Paella","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W191_01a","298: Paella: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W192_01","299: Strauß","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W192_01a","299: Strauß: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W193_01","307: Flügel","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W193_01a","307: Flügel: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W194_01","313: Friseur","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W194_01a","313: Friseur: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W195_01","315: UFO","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W195_01a","315: UFO: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W196_01","319: Kuh","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W196_01a","319: Kuh: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W197_01","324: Fisch","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W197_01a","324: Fisch: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W198_01","325: Fernseher","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W198_01a","325: Fernseher: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W199_01","334: Schachbrett","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W199_01a","334: Schachbrett: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W201_01","335: Butter","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W201_01a","335: Butter: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W202_01","336: Lineal","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W202_01a","336: Lineal: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W203_01","337: Monster","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W203_01a","337: Monster: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W204_01","342: Nacht","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W204_01a","342: Nacht: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W205_01","343: Flasche","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W205_01a","343: Flasche: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W206_01","355: Reh","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W206_01a","355: Reh: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W207_01","356: Schachfigur","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W207_01a","356: Schachfigur: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W208_01","357: Gitarre","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W208_01a","357: Gitarre: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W209_01","361: Delfin","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W209_01a","361: Delfin: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W210_01","372: Tukan","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W210_01a","372: Tukan: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W211_01","380: Gorilla","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W211_01a","380: Gorilla: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W212_01","383: Münze","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W212_01a","383: Münze: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W213_01","385: Schatztruhe","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W213_01a","385: Schatztruhe: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W214_01","388: Tasche","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W214_01a","388: Tasche: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W215_01","389: Antenne","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W215_01a","389: Antenne: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W216_01","390: Schnee","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W216_01a","390: Schnee: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W217_01","391: Kette","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W217_01a","391: Kette: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W218_01","393: Turban","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W218_01a","393: Turban: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W219_01","394: Luchs","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W219_01a","394: Luchs: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W220_01","395: Bettdecke","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W220_01a","395: Bettdecke: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W221_01","397: Feige","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W221_01a","397: Feige: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W222_01","398: Lenkrad","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W222_01a","398: Lenkrad: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W223_01","399: Ballerina","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W223_01a","399: Ballerina: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W224_01","402: Tafel","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W224_01a","402: Tafel: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W225_01","406: Hahn","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W225_01a","406: Hahn: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W226_01","409: Korken","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W226_01a","409: Korken: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W227_01","413: Tattoo","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W227_01a","413: Tattoo: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W228_01","418: Vorhang","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W228_01a","418: Vorhang: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W229_01","425: Dudelsack","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W229_01a","425: Dudelsack: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W230_01","427: Blinder","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W230_01a","427: Blinder: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W231_01","433: Klingel","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W231_01a","433: Klingel: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W232_01","436: Mädchen","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W232_01a","436: Mädchen: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W233_01","437: Kanone","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W233_01a","437: Kanone: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W234_01","439: Vulkan","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W234_01a","439: Vulkan: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W235_01","441: Wurst","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W235_01a","441: Wurst: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W236_01","443: Lehrerin","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W236_01a","443: Lehrerin: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W237_01","444: Spion","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W237_01a","444: Spion: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W238_01","448: Glas","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W238_01a","448: Glas: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W239_01","449: Bank","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W239_01a","449: Bank: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W240_01","457: Pyramide","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W240_01a","457: Pyramide: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W241_01","458: Schrank","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W241_01a","458: Schrank: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W242_01","459: Mine","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W242_01a","459: Mine: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W243_01","461: Pistole","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W243_01a","461: Pistole: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W244_01","470: Roller","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W244_01a","470: Roller: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W245_01","474: Geldschein","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W245_01a","474: Geldschein: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W246_01","476: Schürze","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W246_01a","476: Schürze: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W247_01","477: Avocado","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W247_01a","477: Avocado: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W248_01","481: Bordstein","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W248_01a","481: Bordstein: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W249_01","482: Boot","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W249_01a","482: Boot: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W250_01","488: Sonne","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W250_01a","488: Sonne: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
